vendor_id,business_name,business_type,district,has_license,license_valid,license_expiry_date,tax_clearance,previous_experience_years,rating,negative_history,business_category_approved,registration_date,system_decision,rejection_reason
V0379,Business_V0379,unregistered,Maseru,1,1,2026-09-25 00:41:48.946251,1,19,1.1,1,0,2025-08-05 00:41:48.946251,0,Business type 'unregistered' not approved by Ministry of Tourism; Has negative history/complaints in system
V0380,Business_V0380,street_vendor,Maseru,0,0,,1,11,2.6,0,0,2025-09-12 00:41:48.946251,0,Missing business license; Business type 'street_vendor' not approved by Ministry of Tourism
V0381,Business_V0381,restaurant,Qacha's Nek,1,1,2026-08-30 00:41:48.946251,1,8,1.1,0,1,2025-08-05 00:41:48.947248,1,
V0382,Business_V0382,transport,Berea,1,1,2026-10-06 00:41:48.947248,1,8,2.1,0,1,2025-09-26 00:41:48.947248,1,
V0383,Business_V0383,street_vendor,Maseru,1,1,2026-09-25 00:41:48.947248,0,1,0.1,0,0,2025-08-07 00:41:48.947248,0,Missing tax clearance certificate; Insufficient experience (1 years) and low rating (0.1); Business type 'street_vendor' not approved by Ministry of Tourism
V0384,Business_V0384,unlicensed_taxi,Qacha's Nek,1,1,2026-07-17 00:41:48.947248,1,16,3.4,0,0,2025-06-04 00:41:48.947248,0,Business type 'unlicensed_taxi' not approved by Ministry of Tourism
V0385,Business_V0385,accommodation,Thaba-Tseka,1,1,2026-06-01 00:41:48.948282,1,2,2.8,0,1,2025-11-16 00:41:48.948282,1,
V0386,Business_V0386,unregistered,Quthing,1,1,2027-03-15 00:41:48.948282,0,15,1.0,1,0,2025-08-19 00:41:48.948282,0,Missing tax clearance certificate; Business type 'unregistered' not approved by Ministry of Tourism; Has negative history/complaints in system
V0387,Business_V0387,unlicensed_taxi,Berea,1,1,2027-02-02 00:41:48.948282,1,13,1.9,0,0,2026-02-20 00:41:48.948282,0,Business type 'unlicensed_taxi' not approved by Ministry of Tourism
V0388,Business_V0388,tour_operator,Butha-Buthe,1,1,2026-11-27 00:41:48.948282,1,7,4.8,1,1,2026-02-19 00:41:48.948282,0,Has negative history/complaints in system
V0389,Business_V0389,tour_operator,Quthing,1,1,2027-04-07 00:41:48.948282,1,9,1.6,0,1,2025-09-15 00:41:48.949280,1,
V0390,Business_V0390,street_vendor,Leribe,1,1,2026-07-06 00:41:48.949280,1,10,4.6,0,0,2026-02-06 00:41:48.949280,0,Business type 'street_vendor' not approved by Ministry of Tourism
V0391,Business_V0391,accommodation,Thaba-Tseka,1,1,2027-03-20 00:41:48.949280,1,15,0.3,0,1,2025-05-30 00:41:48.949280,1,
V0392,Business_V0392,craft_shop,Qacha's Nek,1,1,2027-03-17 00:41:48.949280,1,2,3.4,0,1,2026-01-07 00:41:48.949280,1,
V0393,Business_V0393,unregistered,Thaba-Tseka,1,1,2026-12-08 00:41:48.949280,1,3,4.3,0,0,2025-05-12 00:41:48.949280,0,Business type 'unregistered' not approved by Ministry of Tourism
V0394,Business_V0394,transport,Maseru,1,1,2027-03-16 00:41:48.949280,1,1,2.1,0,1,2025-09-03 00:41:48.949280,0,Insufficient experience (1 years) and low rating (2.1)
V0395,Business_V0395,tour_operator,Berea,1,1,2027-02-10 00:41:48.950279,1,16,1.4,0,1,2025-10-25 00:41:48.950279,1,
V0396,Business_V0396,restaurant,Quthing,1,1,2026-10-27 00:41:48.950279,0,13,1.1,0,1,2026-01-25 00:41:48.950279,0,Missing tax clearance certificate
V0397,Business_V0397,unlicensed_taxi,Mafeteng,0,0,,0,5,3.9,0,0,2025-09-17 00:41:48.950279,0,Missing business license; Missing tax clearance certificate; Business type 'unlicensed_taxi' not approved by Ministry of Tourism
V0398,Business_V0398,accommodation,Leribe,1,1,2026-07-09 00:41:48.950279,1,2,4.1,0,1,2025-10-15 00:41:48.950279,1,
V0399,Business_V0399,transport,Leribe,1,1,2026-12-25 00:41:48.950279,1,6,5.0,0,1,2025-07-19 00:41:48.950279,1,
V0400,Business_V0400,accommodation,Thaba-Tseka,1,1,2026-10-30 00:41:48.950279,0,11,1.6,0,1,2025-04-09 00:41:48.950279,0,Missing tax clearance certificate
V0401,Business_V0401,restaurant,Quthing,1,1,2027-01-31 00:41:48.951272,1,19,4.5,0,1,2025-06-09 00:41:48.951272,1,
V0402,Business_V0402,craft_shop,Thaba-Tseka,1,1,2026-08-29 00:41:48.951272,1,3,0.2,0,1,2025-04-19 00:41:48.951272,1,
V0403,Business_V0403,restaurant,Leribe,1,1,2026-09-22 00:41:48.951272,1,3,5.0,0,1,2026-01-25 00:41:48.951272,1,
V0404,Business_V0404,unregistered,Mohale's Hoek,1,1,2026-09-23 00:41:48.951272,0,4,3.2,0,0,2025-07-15 00:41:48.951272,0,Missing tax clearance certificate; Business type 'unregistered' not approved by Ministry of Tourism
V0405,Business_V0405,tour_operator,Qacha's Nek,1,1,2026-10-20 00:41:48.951272,1,10,4.7,0,1,2025-10-09 00:41:48.951272,1,
V0406,Business_V0406,tour_operator,Maseru,1,0,2025-11-26 00:41:48.951272,1,8,0.3,0,1,2026-02-04 00:41:48.951272,0,License is expired
V0407,Business_V0407,unlicensed_taxi,Mafeteng,1,1,2026-12-07 00:41:48.952272,1,16,4.2,0,0,2025-12-18 00:41:48.952272,0,Business type 'unlicensed_taxi' not approved by Ministry of Tourism
V0408,Business_V0408,accommodation,Mokhotlong,1,1,2027-01-30 00:41:48.952272,1,19,4.8,0,1,2026-01-09 00:41:48.952272,1,
V0409,Business_V0409,tour_operator,Quthing,1,1,2027-02-23 00:41:48.952272,1,10,3.0,0,1,2025-11-12 00:41:48.952272,1,
V0410,Business_V0410,street_vendor,Qacha's Nek,1,1,2026-12-02 00:41:48.952272,1,19,1.2,0,0,2026-02-23 00:41:48.952272,0,Business type 'street_vendor' not approved by Ministry of Tourism
V0411,Business_V0411,street_vendor,Thaba-Tseka,1,1,2026-08-03 00:41:48.952272,0,8,5.0,1,0,2025-08-13 00:41:48.952272,0,Missing tax clearance certificate; Business type 'street_vendor' not approved by Ministry of Tourism; Has negative history/complaints in system
V0412,Business_V0412,unlicensed_taxi,Maseru,1,0,2025-08-29 00:41:48.952272,1,6,2.2,0,0,2026-02-04 00:41:48.953267,0,License is expired; Business type 'unlicensed_taxi' not approved by Ministry of Tourism
V0413,Business_V0413,restaurant,Mokhotlong,1,1,2026-07-17 00:41:48.953267,1,1,2.4,1,1,2026-02-16 00:41:48.953267,0,Insufficient experience (1 years) and low rating (2.4); Has negative history/complaints in system
V0414,Business_V0414,craft_shop,Mokhotlong,1,0,2025-06-16 00:41:48.953267,1,11,1.4,0,1,2026-01-06 00:41:48.953267,0,License is expired
V0415,Business_V0415,street_vendor,Quthing,1,1,2026-06-25 00:41:48.953267,1,12,0.3,0,0,2026-04-05 00:41:48.953267,0,Business type 'street_vendor' not approved by Ministry of Tourism
V0416,Business_V0416,tour_operator,Mohale's Hoek,1,1,2027-02-09 00:41:48.953267,1,10,2.8,0,1,2025-09-29 00:41:48.953267,1,
V0417,Business_V0417,transport,Qacha's Nek,0,0,,1,2,0.0,0,1,2025-11-15 00:41:48.953267,0,Missing business license
V0418,Business_V0418,accommodation,Leribe,1,1,2027-03-16 00:41:48.953267,1,1,2.3,0,1,2025-12-24 00:41:48.954267,0,Insufficient experience (1 years) and low rating (2.3)
V0419,Business_V0419,unlicensed_taxi,Mohale's Hoek,0,0,,0,8,4.7,1,0,2026-01-17 00:41:48.954267,0,Missing business license; Missing tax clearance certificate; Business type 'unlicensed_taxi' not approved by Ministry of Tourism; Has negative history/complaints in system
V0420,Business_V0420,unregistered,Qacha's Nek,1,1,2026-12-04 00:41:48.954267,1,2,4.0,1,0,2025-09-25 00:41:48.954267,0,Business type 'unregistered' not approved by Ministry of Tourism; Has negative history/complaints in system
V0421,Business_V0421,unregistered,Thaba-Tseka,1,0,2025-05-06 00:41:48.954267,0,5,2.8,0,0,2025-07-13 00:41:48.954267,0,License is expired; Missing tax clearance certificate; Business type 'unregistered' not approved by Ministry of Tourism
V0422,Business_V0422,transport,Mohale's Hoek,1,1,2027-02-12 00:41:48.954267,1,5,0.7,0,1,2025-08-30 00:41:48.954267,1,
V0423,Business_V0423,restaurant,Butha-Buthe,1,1,2026-12-19 00:41:48.954267,0,5,4.8,0,1,2026-04-03 00:41:48.954267,0,Missing tax clearance certificate
V0424,Business_V0424,restaurant,Mohale's Hoek,0,0,,0,11,2.8,0,1,2025-10-01 00:41:48.954267,0,Missing business license; Missing tax clearance certificate
V0425,Business_V0425,activity_provider,Thaba-Tseka,1,1,2027-01-16 00:41:48.955262,1,19,1.2,0,1,2025-12-16 00:41:48.955262,1,
V0426,Business_V0426,accommodation,Mokhotlong,1,1,2027-02-04 00:41:48.955262,1,7,4.6,1,1,2025-07-19 00:41:48.955262,0,Has negative history/complaints in system
V0427,Business_V0427,unlicensed_taxi,Qacha's Nek,1,1,2026-11-12 00:41:48.955262,1,1,3.8,0,0,2026-03-27 00:41:48.955262,0,Insufficient experience (1 years) and low rating (3.8); Business type 'unlicensed_taxi' not approved by Ministry of Tourism
V0428,Business_V0428,tour_operator,Mafeteng,1,1,2027-01-31 00:41:48.955262,1,15,1.7,0,1,2025-11-17 00:41:48.955262,1,
V0429,Business_V0429,unregistered,Butha-Buthe,1,1,2026-06-29 00:41:48.955262,1,19,1.4,0,0,2025-10-09 00:41:48.955262,0,Business type 'unregistered' not approved by Ministry of Tourism
V0430,Business_V0430,accommodation,Maseru,0,0,,1,15,1.2,1,1,2025-08-15 00:41:48.955262,0,Missing business license; Has negative history/complaints in system
V0431,Business_V0431,unregistered,Qacha's Nek,1,1,2026-11-13 00:41:48.956259,1,10,4.0,0,0,2025-10-20 00:41:48.956259,0,Business type 'unregistered' not approved by Ministry of Tourism
V0432,Business_V0432,accommodation,Berea,1,1,2026-12-06 00:41:48.956259,1,5,1.8,0,1,2025-06-03 00:41:48.956259,1,
V0433,Business_V0433,street_vendor,Leribe,0,0,,1,10,1.5,0,0,2026-02-05 00:41:48.956259,0,Missing business license; Business type 'street_vendor' not approved by Ministry of Tourism
V0434,Business_V0434,street_vendor,Leribe,0,0,,1,16,3.3,0,0,2026-03-02 00:41:48.956259,0,Missing business license; Business type 'street_vendor' not approved by Ministry of Tourism
V0435,Business_V0435,unlicensed_taxi,Thaba-Tseka,1,1,2026-12-07 00:41:48.956259,1,10,1.7,0,0,2025-06-25 00:41:48.957221,0,Business type 'unlicensed_taxi' not approved by Ministry of Tourism
V0436,Business_V0436,accommodation,Maseru,1,1,2026-07-29 00:41:48.957221,1,2,0.7,0,1,2025-09-11 00:41:48.957221,1,
V0437,Business_V0437,street_vendor,Mokhotlong,1,0,2025-09-12 00:41:48.957221,1,5,0.3,1,0,2026-01-23 00:41:48.957221,0,License is expired; Business type 'street_vendor' not approved by Ministry of Tourism; Has negative history/complaints in system
V0438,Business_V0438,street_vendor,Mokhotlong,1,1,2027-02-21 00:41:48.957221,1,9,4.5,0,0,2026-03-30 00:41:48.957221,0,Business type 'street_vendor' not approved by Ministry of Tourism
V0439,Business_V0439,restaurant,Butha-Buthe,0,0,,0,15,3.9,0,1,2025-10-10 00:41:48.957221,0,Missing business license; Missing tax clearance certificate
V0440,Business_V0440,tour_operator,Qacha's Nek,0,0,,1,11,4.5,0,1,2025-12-01 00:41:48.957221,0,Missing business license
V0441,Business_V0441,transport,Maseru,1,1,2026-10-03 00:41:48.957221,1,16,4.1,0,1,2025-06-19 00:41:48.958255,1,
V0442,Business_V0442,activity_provider,Leribe,1,1,2026-07-16 00:41:48.958255,0,15,1.1,1,1,2025-11-11 00:41:48.958255,0,Missing tax clearance certificate; Has negative history/complaints in system
V0443,Business_V0443,restaurant,Mohale's Hoek,1,1,2026-06-16 00:41:48.958255,1,19,0.1,0,1,2025-08-15 00:41:48.958255,1,
V0444,Business_V0444,craft_shop,Maseru,1,1,2026-12-30 00:41:48.958255,1,4,0.3,0,1,2025-04-14 00:41:48.958255,1,
V0445,Business_V0445,restaurant,Quthing,1,1,2027-04-04 00:41:48.958255,0,12,2.8,0,1,2025-09-01 00:41:48.958255,0,Missing tax clearance certificate
V0446,Business_V0446,unregistered,Quthing,1,1,2026-11-07 00:41:48.958255,1,19,0.1,0,0,2026-02-28 00:41:48.958255,0,Business type 'unregistered' not approved by Ministry of Tourism
V0447,Business_V0447,craft_shop,Quthing,1,1,2026-11-14 00:41:48.958255,1,9,4.1,0,1,2025-12-31 00:41:48.959252,1,
V0448,Business_V0448,street_vendor,Quthing,1,1,2026-08-05 00:41:48.959252,1,5,2.3,0,0,2025-10-28 00:41:48.959252,0,Business type 'street_vendor' not approved by Ministry of Tourism
V0449,Business_V0449,street_vendor,Berea,0,0,,0,12,2.3,0,0,2026-02-08 00:41:48.959252,0,Missing business license; Missing tax clearance certificate; Business type 'street_vendor' not approved by Ministry of Tourism
V0450,Business_V0450,transport,Quthing,1,1,2026-12-10 00:41:48.959252,1,14,2.4,0,1,2026-02-09 00:41:48.959252,1,
V0451,Business_V0451,tour_operator,Qacha's Nek,0,0,,1,13,4.2,0,1,2026-03-21 00:41:48.959252,0,Missing business license
V0452,Business_V0452,restaurant,Maseru,1,1,2026-08-15 00:41:48.959252,1,15,0.2,0,1,2025-05-17 00:41:48.959252,1,
V0453,Business_V0453,tour_operator,Mafeteng,1,1,2026-09-25 00:41:48.959252,1,13,1.4,0,1,2025-06-17 00:41:48.960250,1,
V0454,Business_V0454,activity_provider,Butha-Buthe,1,1,2026-12-30 00:41:48.960250,1,2,1.2,0,1,2026-02-23 00:41:48.960250,1,
V0455,Business_V0455,tour_operator,Berea,0,0,,0,18,1.9,0,1,2025-06-27 00:41:48.960250,0,Missing business license; Missing tax clearance certificate
V0456,Business_V0456,transport,Mohale's Hoek,1,1,2026-12-14 00:41:48.960250,1,1,4.1,1,1,2025-04-24 00:41:48.960250,0,Has negative history/complaints in system
V0457,Business_V0457,transport,Thaba-Tseka,0,0,,1,11,1.9,0,1,2025-11-14 00:41:48.960250,0,Missing business license
V0458,Business_V0458,street_vendor,Thaba-Tseka,1,1,2026-11-25 00:41:48.960250,1,15,4.4,0,0,2025-11-21 00:41:48.960250,0,Business type 'street_vendor' not approved by Ministry of Tourism
V0459,Business_V0459,accommodation,Quthing,1,1,2027-02-28 00:41:48.960250,1,5,2.2,1,1,2025-08-05 00:41:48.961246,0,Has negative history/complaints in system
V0460,Business_V0460,restaurant,Butha-Buthe,0,0,,1,13,3.4,1,1,2025-05-15 00:41:48.961246,0,Missing business license; Has negative history/complaints in system
V0461,Business_V0461,unlicensed_taxi,Butha-Buthe,1,1,2026-07-15 00:41:48.961246,1,1,0.9,0,0,2026-01-25 00:41:48.961246,0,Insufficient experience (1 years) and low rating (0.9); Business type 'unlicensed_taxi' not approved by Ministry of Tourism
V0462,Business_V0462,unregistered,Thaba-Tseka,1,1,2026-09-11 00:41:48.961246,1,13,0.8,0,0,2025-12-31 00:41:48.961246,0,Business type 'unregistered' not approved by Ministry of Tourism
V0463,Business_V0463,craft_shop,Butha-Buthe,0,0,,0,16,1.2,0,1,2025-06-15 00:41:48.961246,0,Missing business license; Missing tax clearance certificate
V0464,Business_V0464,tour_operator,Quthing,1,1,2027-01-03 00:41:48.961246,1,2,0.1,0,1,2025-04-10 00:41:48.962211,1,
V0465,Business_V0465,activity_provider,Qacha's Nek,0,0,,1,14,1.4,0,1,2026-02-05 00:41:48.962211,0,Missing business license
V0466,Business_V0466,street_vendor,Mohale's Hoek,1,1,2026-06-19 00:41:48.962211,0,16,1.1,0,0,2026-01-09 00:41:48.962211,0,Missing tax clearance certificate; Business type 'street_vendor' not approved by Ministry of Tourism
V0467,Business_V0467,activity_provider,Mafeteng,1,1,2026-07-22 00:41:48.962211,1,15,1.7,0,1,2025-12-06 00:41:48.962211,1,
V0468,Business_V0468,craft_shop,Mafeteng,1,1,2027-02-06 00:41:48.962211,1,4,3.8,0,1,2025-07-02 00:41:48.962211,1,
V0469,Business_V0469,transport,Berea,1,1,2026-12-17 00:41:48.962211,1,4,4.1,0,1,2026-03-06 00:41:48.962211,1,
V0470,Business_V0470,transport,Butha-Buthe,1,1,2027-04-01 00:41:48.962211,1,18,3.2,0,1,2025-11-12 00:41:48.963205,1,
V0471,Business_V0471,unregistered,Leribe,1,1,2026-05-12 00:41:48.963205,1,10,1.8,0,0,2026-01-22 00:41:48.963205,0,Business type 'unregistered' not approved by Ministry of Tourism
V0472,Business_V0472,unregistered,Berea,1,0,2025-11-12 00:41:48.963205,1,2,2.9,0,0,2026-01-04 00:41:48.963205,0,License is expired; Business type 'unregistered' not approved by Ministry of Tourism
V0473,Business_V0473,craft_shop,Maseru,0,0,,1,9,2.1,0,1,2025-04-22 00:41:48.963205,0,Missing business license
V0474,Business_V0474,unlicensed_taxi,Qacha's Nek,0,0,,1,0,0.6,1,0,2025-06-07 00:41:48.963205,0,Missing business license; Insufficient experience (0 years) and low rating (0.6); Business type 'unlicensed_taxi' not approved by Ministry of Tourism; Has negative history/complaints in system
V0475,Business_V0475,accommodation,Qacha's Nek,0,0,,0,0,3.3,0,1,2025-12-24 00:41:48.963205,0,Missing business license; Missing tax clearance certificate; Insufficient experience (0 years) and low rating (3.3)
V0476,Business_V0476,street_vendor,Thaba-Tseka,1,1,2027-02-27 00:41:48.963205,1,10,4.2,0,0,2025-06-30 00:41:48.963205,0,Business type 'street_vendor' not approved by Ministry of Tourism
V0477,Business_V0477,accommodation,Quthing,0,0,,1,1,2.9,0,1,2025-06-29 00:41:48.964203,0,Missing business license; Insufficient experience (1 years) and low rating (2.9)
V0478,Business_V0478,unregistered,Mohale's Hoek,1,1,2027-03-01 00:41:48.964203,1,12,3.3,0,0,2025-08-06 00:41:48.964203,0,Business type 'unregistered' not approved by Ministry of Tourism
V0479,Business_V0479,transport,Mokhotlong,1,1,2027-02-14 00:41:48.964203,1,1,0.9,0,1,2026-01-26 00:41:48.964203,0,Insufficient experience (1 years) and low rating (0.9)
V0480,Business_V0480,unregistered,Mokhotlong,1,1,2026-10-30 00:41:48.964203,1,1,2.1,0,0,2025-11-01 00:41:48.964203,0,Insufficient experience (1 years) and low rating (2.1); Business type 'unregistered' not approved by Ministry of Tourism
V0481,Business_V0481,unregistered,Qacha's Nek,0,0,,1,11,3.0,0,0,2025-07-03 00:41:48.964203,0,Missing business license; Business type 'unregistered' not approved by Ministry of Tourism
V0482,Business_V0482,craft_shop,Mokhotlong,1,1,2026-09-30 00:41:48.964203,1,1,4.6,0,1,2026-03-04 00:41:48.964203,1,
V0483,Business_V0483,activity_provider,Berea,1,1,2026-12-10 00:41:48.965200,1,12,3.4,0,1,2025-11-09 00:41:48.965200,1,
V0484,Business_V0484,craft_shop,Qacha's Nek,1,1,2026-12-24 00:41:48.965200,1,5,3.4,0,1,2025-11-18 00:41:48.965200,1,
V0485,Business_V0485,unlicensed_taxi,Mafeteng,1,1,2026-10-23 00:41:48.965200,1,11,3.2,1,0,2025-05-01 00:41:48.965200,0,Business type 'unlicensed_taxi' not approved by Ministry of Tourism; Has negative history/complaints in system
V0486,Business_V0486,street_vendor,Quthing,1,1,2026-06-19 00:41:48.965200,1,2,1.8,0,0,2025-10-01 00:41:48.965200,0,Business type 'street_vendor' not approved by Ministry of Tourism
V0487,Business_V0487,unlicensed_taxi,Quthing,0,0,,0,19,2.8,0,0,2026-01-04 00:41:48.965200,0,Missing business license; Missing tax clearance certificate; Business type 'unlicensed_taxi' not approved by Ministry of Tourism
V0488,Business_V0488,transport,Qacha's Nek,1,0,2025-09-01 00:41:48.965200,1,0,1.6,1,1,2026-02-14 00:41:48.965200,0,License is expired; Insufficient experience (0 years) and low rating (1.6); Has negative history/complaints in system
V0489,Business_V0489,street_vendor,Mohale's Hoek,1,1,2026-05-23 00:41:48.965200,0,13,2.3,0,0,2025-12-19 00:41:48.966197,0,Missing tax clearance certificate; Business type 'street_vendor' not approved by Ministry of Tourism
V0490,Business_V0490,accommodation,Berea,1,1,2027-03-29 00:41:48.966197,1,15,0.7,0,1,2025-09-24 00:41:48.966197,1,
V0491,Business_V0491,activity_provider,Butha-Buthe,1,1,2027-01-22 00:41:48.966197,1,18,3.7,0,1,2026-01-13 00:41:48.966197,1,
V0492,Business_V0492,activity_provider,Berea,1,1,2026-06-19 00:41:48.966197,1,19,2.8,0,1,2026-03-14 00:41:48.966197,1,
V0493,Business_V0493,unlicensed_taxi,Qacha's Nek,1,1,2026-05-27 00:41:48.966197,1,15,0.5,0,0,2025-07-16 00:41:48.966197,0,Business type 'unlicensed_taxi' not approved by Ministry of Tourism
V0494,Business_V0494,transport,Mafeteng,1,1,2026-12-23 00:41:48.967195,1,0,4.9,0,1,2025-07-20 00:41:48.967195,1,
V0495,Business_V0495,unlicensed_taxi,Mohale's Hoek,1,1,2026-10-08 00:41:48.967195,1,11,1.8,0,0,2026-01-11 00:41:48.967195,0,Business type 'unlicensed_taxi' not approved by Ministry of Tourism
V0496,Business_V0496,unregistered,Maseru,0,0,,0,19,3.4,0,0,2026-04-02 00:41:48.967195,0,Missing business license; Missing tax clearance certificate; Business type 'unregistered' not approved by Ministry of Tourism
V0497,Business_V0497,transport,Berea,1,1,2026-06-04 00:41:48.967195,1,18,0.4,0,1,2025-06-27 00:41:48.967195,1,
V0498,Business_V0498,accommodation,Thaba-Tseka,1,1,2026-08-08 00:41:48.967195,0,13,4.4,0,1,2026-02-21 00:41:48.967195,0,Missing tax clearance certificate
V0499,Business_V0499,craft_shop,Maseru,1,1,2027-03-23 00:41:48.967195,0,9,3.7,1,1,2025-10-22 00:41:48.967195,0,Missing tax clearance certificate; Has negative history/complaints in system
V0500,Business_V0500,unregistered,Leribe,1,1,2026-12-23 00:41:48.968192,0,0,0.6,0,0,2026-04-05 00:41:48.968192,0,Missing tax clearance certificate; Insufficient experience (0 years) and low rating (0.6); Business type 'unregistered' not approved by Ministry of Tourism
V0501,Business_V0501,accommodation,Mokhotlong,1,1,2027-01-22 00:41:48.968192,1,17,4.4,0,1,2025-06-21 00:41:48.968192,1,
V0502,Business_V0502,tour_operator,Berea,1,1,2026-06-08 00:41:48.968192,0,17,0.9,0,1,2026-02-21 00:41:48.968192,0,Missing tax clearance certificate
V0503,Business_V0503,activity_provider,Mafeteng,1,1,2026-06-15 00:41:48.968192,1,10,4.0,0,1,2026-03-22 00:41:48.968192,1,
V0504,Business_V0504,craft_shop,Quthing,1,1,2026-08-02 00:41:48.968192,1,5,3.6,1,1,2026-03-21 00:41:48.968192,0,Has negative history/complaints in system
V0505,Business_V0505,craft_shop,Qacha's Nek,1,0,2026-03-09 00:41:48.968192,1,0,0.7,0,1,2025-08-06 00:41:48.969190,0,License is expired; Insufficient experience (0 years) and low rating (0.7)
V0506,Business_V0506,craft_shop,Quthing,1,1,2026-12-28 00:41:48.969190,1,14,3.1,1,1,2025-07-09 00:41:48.969190,0,Has negative history/complaints in system
V0507,Business_V0507,restaurant,Maseru,1,1,2026-11-09 00:41:48.969190,1,10,4.1,0,1,2026-01-01 00:41:48.969190,1,
V0508,Business_V0508,street_vendor,Berea,1,1,2026-09-18 00:41:48.969190,1,15,4.3,0,0,2025-12-11 00:41:48.969190,0,Business type 'street_vendor' not approved by Ministry of Tourism
V0509,Business_V0509,accommodation,Qacha's Nek,1,1,2026-12-08 00:41:48.969190,1,9,2.7,0,1,2025-12-07 00:41:48.969190,1,
V0510,Business_V0510,restaurant,Berea,1,1,2026-06-11 00:41:48.969190,1,14,4.3,0,1,2026-04-01 00:41:48.969190,1,
V0511,Business_V0511,unlicensed_taxi,Berea,1,1,2026-11-02 00:41:48.970187,1,12,2.8,0,0,2026-03-31 00:41:48.970187,0,Business type 'unlicensed_taxi' not approved by Ministry of Tourism
V0512,Business_V0512,craft_shop,Mokhotlong,1,1,2026-08-17 00:41:48.970187,0,16,3.2,1,1,2025-06-07 00:41:48.970187,0,Missing tax clearance certificate; Has negative history/complaints in system
V0513,Business_V0513,unregistered,Butha-Buthe,1,1,2027-04-06 00:41:48.970187,1,10,3.5,0,0,2026-03-22 00:41:48.970187,0,Business type 'unregistered' not approved by Ministry of Tourism
V0514,Business_V0514,tour_operator,Maseru,1,1,2026-08-07 00:41:48.970187,1,14,2.1,0,1,2026-01-31 00:41:48.970187,1,
V0515,Business_V0515,unregistered,Mohale's Hoek,1,0,2026-04-02 00:41:48.970187,1,15,0.6,0,0,2026-03-15 00:41:48.970187,0,License is expired; Business type 'unregistered' not approved by Ministry of Tourism
V0516,Business_V0516,activity_provider,Leribe,1,1,2026-07-12 00:41:48.970187,1,12,2.4,0,1,2025-12-19 00:41:48.970187,1,
V0517,Business_V0517,unregistered,Butha-Buthe,1,1,2027-03-12 00:41:48.971184,1,13,4.2,0,0,2025-09-28 00:41:48.971184,0,Business type 'unregistered' not approved by Ministry of Tourism
V0518,Business_V0518,restaurant,Maseru,1,1,2027-02-06 00:41:48.971184,1,0,4.2,0,1,2026-03-03 00:41:48.971184,1,
V0519,Business_V0519,restaurant,Mokhotlong,1,1,2026-07-26 00:41:48.971184,1,15,3.2,0,1,2025-08-16 00:41:48.971184,1,
V0520,Business_V0520,unlicensed_taxi,Quthing,0,0,,0,7,0.6,0,0,2025-11-09 00:41:48.971184,0,Missing business license; Missing tax clearance certificate; Business type 'unlicensed_taxi' not approved by Ministry of Tourism
V0521,Business_V0521,restaurant,Butha-Buthe,1,1,2026-10-12 00:41:48.971184,0,17,2.9,0,1,2025-12-27 00:41:48.971184,0,Missing tax clearance certificate
V0522,Business_V0522,unlicensed_taxi,Mafeteng,1,1,2026-08-03 00:41:48.971184,1,7,1.3,0,0,2025-04-27 00:41:48.972182,0,Business type 'unlicensed_taxi' not approved by Ministry of Tourism
V0523,Business_V0523,transport,Qacha's Nek,1,1,2027-03-16 00:41:48.972182,1,7,3.1,0,1,2025-11-12 00:41:48.972182,1,
V0524,Business_V0524,craft_shop,Butha-Buthe,0,0,,1,8,0.9,0,1,2025-11-26 00:41:48.972182,0,Missing business license
V0525,Business_V0525,unregistered,Maseru,1,1,2026-07-21 00:41:48.972182,1,7,0.6,0,0,2025-11-08 00:41:48.972182,0,Business type 'unregistered' not approved by Ministry of Tourism
V0526,Business_V0526,restaurant,Leribe,1,1,2026-12-30 00:41:48.972182,1,0,1.0,1,1,2025-04-29 00:41:48.972182,0,Insufficient experience (0 years) and low rating (1.0); Has negative history/complaints in system
V0527,Business_V0527,tour_operator,Maseru,1,1,2026-06-01 00:41:48.972182,1,18,1.3,0,1,2025-05-08 00:41:48.973179,1,
V0528,Business_V0528,street_vendor,Qacha's Nek,1,1,2026-06-21 00:41:48.973179,1,5,3.1,1,0,2025-06-26 00:41:48.973179,0,Business type 'street_vendor' not approved by Ministry of Tourism; Has negative history/complaints in system
V0529,Business_V0529,unregistered,Butha-Buthe,1,1,2027-01-06 00:41:48.973179,1,14,1.9,0,0,2025-11-06 00:41:48.973179,0,Business type 'unregistered' not approved by Ministry of Tourism
V0530,Business_V0530,activity_provider,Leribe,1,1,2027-03-11 00:41:48.973179,1,4,2.8,0,1,2026-01-06 00:41:48.973179,1,
V0531,Business_V0531,activity_provider,Butha-Buthe,0,0,,1,8,4.4,1,1,2025-12-13 00:41:48.973179,0,Missing business license; Has negative history/complaints in system
V0532,Business_V0532,restaurant,Thaba-Tseka,0,0,,1,3,2.5,0,1,2026-01-26 00:41:48.973179,0,Missing business license
V0533,Business_V0533,activity_provider,Thaba-Tseka,1,1,2026-07-06 00:41:48.973179,1,7,4.0,1,1,2025-10-12 00:41:48.974176,0,Has negative history/complaints in system
V0534,Business_V0534,craft_shop,Leribe,0,0,,1,17,1.6,1,1,2025-11-07 00:41:48.974176,0,Missing business license; Has negative history/complaints in system
