report_name,page,year,source_type,table_title,topic,content,row_count,column_count,record_key
Visitor-Exit-Survey-2016-2017,52.0,2016,table,South Africa %,general_tourism,"Europe | World
% | %
Katse Dam | 18.1 | 7.6 | 10.9 | 7.8 | 8.5 | 6.8 | 11.6 | 7.4 | 16.2
Afri Ski | 18.6 | 2.1 | 3.9 | 3.9 | 5.6 | 4.2 | 5.3 | 5.7 | 15.6
Sani Pass | 16.3 | 7.6 | 9.0 | 11.3 | 7.7 | 7.2 | 14.0 | 9.8 | 14.9
Semonkong | 9.8 | 13.7 | 12.2 | 12.1 | 16.9 | 14.8 | 11.9 | 12.6 | 10.5
Maletsunyane Falls | 6.0 | 10.3 | 9.2 | 7.8 | 11.3 | 11.4 | 8.0 | 9.6 | 6.7
Malealea | 3.1 | 25.8 | 22.4 | 12.1 | 16.9 | 12.2 | 13.1 | 17.5 | 6.1
Oxbow | 6.2 | 2.7 | 4.1 | 4.3 | 4.4 | 3.8 | 4.4 | 4.1 | 5.8
Mohale Dam | 4.0 | 3.8 | 3.6 | 1.2 | 2.8 | 3.8 | 2.7 | 6.6 | 3.9
Roma (non-university visit) | 3.7 | 5.5 | 3.4 | 5.8 | 2.8 | 4.2 | 5.6 | 3.0 | 3.8
Thaba Bosiu | 3.3 | 4.5 | 2.9 | 8.6 | 1.2 | 6.8 | 4.6 | 7.9 | 3.7
Ts'ehlanyane National Park | 2.1 | 4.8 | 5.1 | 8.6 | 6.5 | 4.6 | 6.1 | 4.1 | 2.8
Thabana Ntlenyana | 2.5 | 1.4 | 1.2 | 0.4 | 0.8 | 1.9 | 0.5 | 0.8 | 2.2
Morija | 1.0 | 3.8 | 2.9 | 2.3 | 6.0 | 4.9 | 2.7 | 4.6 | 1.6
Kome Caves | 0.8 | 1.4 | 1.7 | 2.7 | 0.8 | 1.5 | 1.9 | 1.9 | 1.0
Bokong | 0.9 | 0.7 | 1.0 | 0.8 | 2.0 | 0.0 | 1.7 | 1.1 | 0.9
Handicrafts Centre | 0.7 | 0.7 | 1.5 | 2.7 | 1.2 | 4.2 | 2.2 | 0.0 | 0.9
Liphofung | 0.8 | 1.7 | 1.9 | 1.6 | 0.0 | 2.3 | 1.0 | 0.5 | 0.9
Dinosaur Footprints | 0.6 | 0.7 | 1.5 | 2.7 | 2.8 | 1.9 | 1.5 | 0.5 | 0.8
Bushmen Paintings | 0.6 | 0.3 | 0.7 | 1.6 | 0.8 | 1.1 | 1.0 | 1.1 | 0.6
Sehlabathebe National Park | 0.6 | 0.3 | 0.7 | 0.8 | 0.8 | 0.4 | 0.2 | 0.0 | 0.5
Roma University | 0.4 | 0.7 | 0.0 | 1.2 | 0.0 | 1.9 | 0.2 | 1.1 | 0.5
Total | 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0",24.0,12.0,Visitor-Exit-Survey-2016-2017|52|South Africa %
Arrivals-and-Accommodation-Report-2022,27.0,2022,table,Country,visitor_profile,"SouthAfrica | 1 | 489,780 | 1 | 249,349 | 96.4
Zimbabwe | 2 | 9,436 | 2 | 5,734 | 64.6
India | 3 | 3,892 | 5 | 2,425 | 60.5
USA | 4 | 3,639 | 6 | 1,642 | 121.6
Botswana | 5 | 3,166 | 7 | 1,585 | 99.7
China | 6 | 3,122 | 3 | 2,571 | 21.4
UK | 7 | 2,218 | 11 | 704 | 215.1
Taiwan | 8 | 2,023 | 4 | 2,524 | 19.8
Netherlands | 9 | 1,775 | 22 | 323 | 449.5
Eswatini | 10 | 1,750 | 8 | 962 | 81.9
Total | 541,134 | 278,641",11.0,6.0,Arrivals-and-Accommodation-Report-2022|27|Country
Visitor-Exit-Survey-2016-2017,52.0,2016,table,South Africa,general_tourism,%,1.0,1.0,Visitor-Exit-Survey-2016-2017|52|South Africa
Visitor-Exit-Survey-2016-2017,52.0,2016,table,Netherlands,general_tourism,%,1.0,1.0,Visitor-Exit-Survey-2016-2017|52|Netherlands
Visitor-Exit-Survey-2016-2017,52.0,2016,table,Germany,general_tourism,%,1.0,1.0,Visitor-Exit-Survey-2016-2017|52|Germany
Visitor-Exit-Survey-2016-2017,52.0,2016,table,Untitled LTDC table,general_tourism,%,1.0,1.0,Visitor-Exit-Survey-2016-2017|52|Untitled LTDC table
Visitor-Exit-Survey-2016-2017,52.0,2016,table,France,general_tourism,%,1.0,1.0,Visitor-Exit-Survey-2016-2017|52|France
Visitor-Exit-Survey-2016-2017,52.0,2016,table,USA,general_tourism,%,1.0,1.0,Visitor-Exit-Survey-2016-2017|52|USA
Visitor-Exit-Survey-2016-2017,52.0,2016,table,Total,general_tourism,%,1.0,1.0,Visitor-Exit-Survey-2016-2017|52|Total
Visitor-Exit-Survey-2016-2017,53.0,2016,table,Leisure,general_tourism,"P laces Visited | % | % | % | % | %
Katse Dam | 18.1 | 9.9 | 16.9 | 0.0 | 16.9
Afri Ski | 18.6 | 4.4 | 10.4 | 0.0 | 16.0
Sani Pass | 16.3 | 5.5 | 6.5 | 10.0 | 14.1
Semonkong | 9.8 | 5.5 | 7.8 | 10.0 | 9.1
Oxbow | 6.2 | 4.4 | 6.5 | 10.0 | 6.1
Maletsunyane Falls | 6.0 | 6.6 | 5.2 | 10.0 | 6.0
Mohale Dam | 4.0 | 9.9 | 16.9 | 0.0 | 5.9
Thaba Bosiu | 3.3 | 20.9 | 9.1 | 0.0 | 5.8
Roma (non-university visit) | 3.7 | 5.5 | 2.6 | 10.0 | 3.9
Malealea | 3.1 | 4.4 | 1.3 | 20.0 | 3.3
Thabana Ntlenyana | 2.5 | 0.0 | 1.3 | 0.0 | 2.1
Ts'ehlanyane National Park | 2.1 | 2.2 | 0.0 | 0.0 | 1.9
Morija | 1.0 | 7.7 | 1.3 | 0.0 | 1.8
Bokong | 0.9 | 4.4 | 2.6 | 0.0 | 1.4
Handicrafts Centre | 0.7 | 3.3 | 3.9 | 10.0 | 1.4
Kome Caves | 0.8 | 3.3 | 1.3 | 0.0 | 1.1
Roma University | 0.4 | 1.1 | 3.9 | 0.0 | 0.8
Bushmen Paintings | 0.6 | 0.0 | 1.3 | 20.0 | 0.8
Liphofung | 0.8 | 0.0 | 1.3 | 0.0 | 0.7
Dinosaur Footprints | 0.6 | 1.1 | 0.0 | 0.0 | 0.6
Sehlabathebe National Park | 0.6 | 0.0 | 0.0 | 0.0 | 0.4
Total | 100.0 | 100.0 | 100.0 | 100.0 | 100.0",23.0,11.0,Visitor-Exit-Survey-2016-2017|53|Leisure
Visitor-Exit-Survey-2016-2017,54.0,2016,table,South Africa %,general_tourism,"Asia/
Pacific
%
General | 24.2 | 48.3 | 25.5 | 27.9 | 29.8 | 25.4 | 28.9 | 40.1 | 29.8 | 30.7 | 27.4 | 27.1
sightseeing
Hiking | 11.1 | 9.2 | 35.8 | 34.7 | 29.1 | 33.0 | 30.5 | 8.8 | 27.2 | 26.6 | 26.4 | 20.1
Pony trekking | 4.5 | 9.2 | 19.7 | 21.1 | 13.8 | 22.3 | 11.7 | 4.4 | 15.6 | 18.8 | 17.8 | 10.6
4x4 trekking | 9.2 | 0.0 | 6.1 | 5.1 | 5.5 | 5.4 | 4.3 | 1.6 | 7.3 | 5.7 | 4.1 | 7.0
Skiing | 8.4 | 2.5 | 0.3 | 0.2 | 1.1 | 3.6 | 1.3 | 1.6 | 1.5 | 1.0 | 2.5 | 4.7
Biking | 6.9 | 0.8 | 2.1 | 1.5 | 1.8 | 1.3 | 1.3 | 2.2 | 3.4 | 1.6 | 1.5 | 4.3
Bird watching | 2.1 | 2.5 | 3.3 | 2.9 | 3.6 | 0.9 | 4.1 | 0.0 | 2.8 | 2.6 | 4.1 | 2.5
Wedding/ | 3.3 | 4.2 | 0.0 | 0.2 | 0.4 | 0.0 | 1.0 | 0.0 | 0.0 | 0.0 | 0.0 | 1.8
Funeral
Fishing | 2.4 | 0.0 | 0.6 | 0.2 | 2.2 | 0.4 | 0.8 | 1.1 | 1.5 | 1.0 | 1.5 | 1.7
Abseiling | 0.7 | 0.0 | 1.2 | 1.1 | 1.1 | 1.8 | 1.8 | 0.5 | 0.6 | 2.1 | 2.5 | 1.0
Rock climbing/ | 0.8 | 0.8 | 0.9 | 0.4 | 1.8 | 1.3 | 2.0 | 1.1 | 1.3 | 0.5 | 1.0 | 1.0
mountaineer
Any Festival | 0.5 | 0.8 | 0.0 | 0.2 | 0.4 | 0.9 | 1.3 | 2.2 | 0.2 | 0.5 | 0.5 | 0.6
25.9 | 21.7 | 4.5 | 4.4 | 9.5 | 3.6 | 11.2 | 36.3 | 8.8 | 8.9 | 10.7 | 17.6
Total | 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0",20.0,14.0,Visitor-Exit-Survey-2016-2017|54|South Africa %
Visitor-Exit-Survey-2016-2017,54.0,2016,table,South,general_tourism,"Africa
%",2.0,1.0,Visitor-Exit-Survey-2016-2017|54|South
Arrivals-and-Accommodation-Report-2022,28.0,2022,table,Country,visitor_profile,"SouthAfrica | 489,780 | 90.5
Zimbabwe | 9,436 | 1.7
India | 3,892 | 0.7
UnitedStates | 3,639 | 0.7
Botswana | 3,166 | 0.6
China | 3,122 | 0.6
UnitedKingdom | 2,218 | 0.4
Taiwan | 2,023 | 0.4
Netherlands | 1,775 | 0.3
Eswatini | 1,750 | 0.3
Other | 20,333 | 3.8
Total | 541,134 | 100.0",12.0,3.0,Arrivals-and-Accommodation-Report-2022|28|Country
Visitor-Exit-Survey-2016-2017,54.0,2016,table,Botswana,general_tourism,%,1.0,1.0,Visitor-Exit-Survey-2016-2017|54|Botswana
Visitor-Exit-Survey-2016-2017,54.0,2016,table,Nether,general_tourism,"lands
%",2.0,1.0,Visitor-Exit-Survey-2016-2017|54|Nether
Visitor-Exit-Survey-2016-2017,54.0,2016,table,Germany,general_tourism,%,1.0,1.0,Visitor-Exit-Survey-2016-2017|54|Germany
Visitor-Exit-Survey-2016-2017,54.0,2016,table,Untitled LTDC table,general_tourism,%,1.0,1.0,Visitor-Exit-Survey-2016-2017|54|Untitled LTDC table
Visitor-Exit-Survey-2016-2017,54.0,2016,table,France,general_tourism,%,1.0,1.0,Visitor-Exit-Survey-2016-2017|54|France
Visitor-Exit-Survey-2016-2017,54.0,2016,table,USA,general_tourism,%,1.0,1.0,Visitor-Exit-Survey-2016-2017|54|USA
Visitor-Exit-Survey-2016-2017,54.0,2016,table,Rest of,general_tourism,"Africa
%",2.0,1.0,Visitor-Exit-Survey-2016-2017|54|Rest of
Visitor-Exit-Survey-2016-2017,54.0,2016,table,Total,general_tourism,%,1.0,1.0,Visitor-Exit-Survey-2016-2017|54|Total
Arrivals-and-Accommodation-Report-2022,28.0,2022,table,Continent,general_tourism,"Africa | 512,069 | 262,435 | 95.1
Asia | 13,650 | 10,070 | 35.6
Australia | 250 | 61 | 309.8
Europe | 10,002 | 3,538 | 182.7
NorthAmerica | 3,970 | 1,788 | 122.0
SouthAmerica | 214 | 242 | 11.6
Unknown | 979 | 507 | 93.1
Total | 541,134 | 278,641",8.0,4.0,Arrivals-and-Accommodation-Report-2022|28|Continent
Visitor-Exit-Survey-2016-2017,55.0,2016,table,Leisure,general_tourism,"A ctivities | % | % | % | % | %
General sightseeing | 28.0 | 25.8 | 22.9 | 30.4 | 27.1
Hiking | 25.5 | 5.7 | 7.2 | 4.5 | 20.1
Pony trekking | 13.9 | 2.5 | 1.4 | 1.8 | 10.6
4x4 trekking | 9.3 | 0.9 | 1.3 | 2.7 | 7.0
Skiing | 6.4 | 0.3 | 0.8 | 0.0 | 4.7
Biking | 5.8 | 0.0 | 1.0 | 0.0 | 4.3
Bird watching | 2.9 | 1.4 | 1.4 | 0.0 | 2.5
Wedding/Funeral | 0.1 | 11.1 | 0.6 | 0.9 | 1.8
Fishing | 2.2 | 0.3 | 0.6 | 0.0 | 1.7
Abseiling | 1.2 | 0.5 | 0.3 | 0.9 | 1.0
Rock climbing/mountaineering | 1.1 | 0.3 | 1.3 | 0.9 | 1.0
Any Festival | 0.4 | 1.5 | 0.5 | 0.0 | 0.6
3.3 | 49.8 | 60.5 | 58.0 | 17.6
Total | 100.0 | 100.0 | 100.0 | 100.0 | 100.0",15.0,11.0,Visitor-Exit-Survey-2016-2017|55|Leisure
Visitor-Exit-Survey-2016-2017,56.0,2016,table,South Africa %,general_tourism,"Europe | World
A ctivities | % | %
General sightseeing | 28.0 | 25.4 | 26.6 | 30.0 | 25.9 | 27.5 | 29.7 | 29.8 | 28.0
Hiking | 16.1 | 36.7 | 36.5 | 31.7 | 33.8 | 34.0 | 29.4 | 28.3 | 25.5
Pony trekking | 6.7 | 20.9 | 22.2 | 15.9 | 22.2 | 15.8 | 17.2 | 20.0 | 13.9
4x4 trekking | 13.6 | 6.1 | 5.1 | 6.6 | 5.1 | 6.5 | 7.6 | 5.2 | 9.3
Skiing | 12.9 | 0.3 | 0.2 | 1.3 | 3.7 | 1.2 | 1.5 | 2.2 | 6.4
Biking | 10.4 | 1.9 | 1.7 | 2.2 | 1.4 | 1.6 | 3.9 | 2.5 | 5.8
Bird watching | 2.8 | 2.9 | 3.1 | 3.1 | 0.9 | 4.9 | 2.9 | 3.0 | 2.9
Fishing | 3.5 | 0.6 | 0.2 | 2.6 | 0.5 | 0.8 | 1.7 | 1.5 | 2.2
Abseiling | 1.1 | 1.3 | 1.0 | 1.3 | 1.9 | 1.6 | 0.5 | 2.2 | 1.2
Rock | 1.2 | 0.6 | 0.5 | 2.2 | 1.4 | 1.2 | 1.2 | 0.7 | 1.1
climbing/mountaineering
Any Festival | 0.4 | 0.0 | 0.2 | 0.0 | 0.9 | 0.8 | 0.2 | 0.7 | 0.4
Wedding/Funeral | 0.2 | 0.0 | 0.2 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.1
3.2 | 3.2 | 2.4 | 3.1 | 2.3 | 4.0 | 4.2 | 3.9 | 3.3
Total | 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0",17.0,12.0,Visitor-Exit-Survey-2016-2017|56|South Africa %
Visitor-Exit-Survey-2016-2017,56.0,2016,table,South Africa,general_tourism,%,1.0,1.0,Visitor-Exit-Survey-2016-2017|56|South Africa
Visitor-Exit-Survey-2016-2017,56.0,2016,table,Netherlands,general_tourism,%,1.0,1.0,Visitor-Exit-Survey-2016-2017|56|Netherlands
Visitor-Exit-Survey-2016-2017,56.0,2016,table,Germany,general_tourism,%,1.0,1.0,Visitor-Exit-Survey-2016-2017|56|Germany
Visitor-Exit-Survey-2016-2017,56.0,2016,table,Untitled LTDC table,general_tourism,%,1.0,1.0,Visitor-Exit-Survey-2016-2017|56|Untitled LTDC table
Visitor-Exit-Survey-2016-2017,56.0,2016,table,France,general_tourism,%,1.0,1.0,Visitor-Exit-Survey-2016-2017|56|France
Visitor-Exit-Survey-2016-2017,56.0,2016,table,USA,general_tourism,%,1.0,1.0,Visitor-Exit-Survey-2016-2017|56|USA
Visitor-Exit-Survey-2016-2017,56.0,2016,table,Total,general_tourism,%,1.0,1.0,Visitor-Exit-Survey-2016-2017|56|Total
Visitor-Exit-Survey-2016-2017,57.0,2016,table,Leisure,general_tourism,"A ctivities | % | % | % | % | %
General sightseeing | 28.0 | 16.2 | 17.7 | 20.0 | 24.2
Hiking | 16.1 | 1.8 | 2.0 | 1.4 | 11.1
4x4 trekking | 13.6 | 0.6 | 1.7 | 1.4 | 9.2
Skiing | 12.9 | 0.0 | 0.0 | 0.0 | 8.4
Biking | 10.4 | 0.0 | 1.0 | 0.0 | 6.9
Pony trekking | 6.7 | 0.6 | 0.0 | 1.4 | 4.5
Wedding/Funeral | 0.2 | 15.1 | 0.0 | 0.0 | 3.3
Fishing | 3.5 | 0.2 | 1.0 | 0.0 | 2.4
Bird watching | 2.8 | 0.6 | 1.0 | 0.0 | 2.1
Rock climbing/mountaineering | 1.2 | 0.2 | 0.0 | 0.0 | 0.8
Abseiling | 1.1 | 0.0 | 0.3 | 0.0 | 0.7
Any Festival | 0.4 | 1.3 | 0.0 | 0.0 | 0.5
3.2 | 63.5 | 75.3 | 75.7 | 25.9
Total | 100.0 | 100.0 | 100.0 | 100.0 | 100.0",15.0,11.0,Visitor-Exit-Survey-2016-2017|57|Leisure
Visitor-Exit-Survey-2016-2017,58.0,2016,table,Activities Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec Total,attractions,"Activities | Jan | Feb | Mar | Apr | May | Jun | Jul | Aug | Sep | Oct | Nov | Dec | Total
4x4 trekking | 8.9 | 8.9 | 10.0 | 8.4 | 10.5 | 14.2 | 7.8 | 8.3 | 3.4 | 7.7 | 8.2 | 6.0 | 8.5
Abseiling | 1.0 | 0.7 | 1.2 | 0.7 | 2.4 | 0.3 | 1.5 | 1.0 | 1.7 | 1.9 | 1.5 | 1.4 | 1.2
Any Festival | 1.4 | 0.2 | 0.5 | 1.7 | 0.5 | 0.3 | 0.5 | 0.4 | 1.7 | 0.5 | 0.2 | 1.0 | 0.7
Biking | 4.1 | 3.4 | 4.2 | 6.0 | 3.3 | 2.3 | 2.9 | 2.2 | 6.1 | 4.6 | 6.0 | 14.8 | 5.2
Bird watching | 4.1 | 2.9 | 4.9 | 2.3 | 4.3 | 3.2 | 2.4 | 2.4 | 1.1 | 2.9 | 3.5 | 1.8 | 3.0
Fishing | 2.9 | 3.1 | 3.7 | 4.0 | 2.4 | 1.3 | 0.5 | 1.0 | 0.0 | 1.7 | 1.0 | 2.1 | 2.0
General sightseeing | 36.6 | 35.5 | 31.5 | 33.9 | 34.9 | 29.1 | 28.1 | 29.0 | 40.2 | 36.7 | 34.0 | 31.4 | 33.0
Hiking | 25.8 | 28.1 | 26.6 | 28.9 | 25.8 | 21.4 | 19.3 | 20.1 | 26.3 | 26.1 | 26.6 | 22.2 | 24.5
Pony trekking | 13.0 | 11.0 | 14.0 | 9.7 | 10.5 | 12.0 | 9.3 | 14.0 | 15.6 | 13.0 | 15.9 | 14.6 | 12.8
Rock climbing/mountaineering | 0.2 | 0.7 | 0.9 | 1.7 | 1.9 | 2.3 | 1.5 | 1.2 | 0.6 | 1.4 | 1.2 | 1.2 | 1.2
Skiing | 0.0 | 0.0 | 0.0 | 0.7 | 2.4 | 12.6 | 25.9 | 19.9 | 2.8 | 0.2 | 0.0 | 0.0 | 5.7
Wedding/Funeral | 1.9 | 5.5 | 2.6 | 2.0 | 1.0 | 1.0 | 0.2 | 0.4 | 0.6 | 3.1 | 2.0 | 3.5 | 2.1
Total | 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0",14.0,14.0,Visitor-Exit-Survey-2016-2017|58|Activities Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec Total
Visitor-Exit-Survey-2016-2017,59.0,2016,table,South Africa %,general_tourism,"Asia
/Pacific
%
General | 11.0 | 21.0 | 17.0 | 19.5 | 17.6 | 18.0 | 16.5 | 14.1 | 20.5 | 22.8 | 15.5 | 11.7
sightseeing
Hiking | 4.0 | 4.7 | 34.6 | 29.9 | 26.6 | 31.7 | 22.9 | 2.5 | 22.9 | 18.3 | 16.2 | 5.6
Wedding/ | 4.9 | 6.5 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 4.5
Funeral
Skiing | 4.7 | 1.4 | 0.0 | 0.3 | 1.9 | 3.6 | 0.0 | 1.2 | 1.1 | 0.7 | 2.5 | 4.4
4x4 trekking | 3.8 | 0.0 | 5.0 | 3.9 | 3.3 | 4.3 | 2.0 | 0.9 | 8.3 | 2.0 | 2.5 | 3.7
Biking | 3.7 | 0.5 | 1.0 | 1.6 | 1.4 | 1.4 | 1.1 | 0.0 | 3.4 | 1.4 | 1.3 | 3.5
Pony trekking | 1.6 | 3.7 | 22.6 | 24.5 | 11.0 | 25.2 | 6.9 | 1.2 | 10.9 | 18.9 | 14.4 | 2.7
Fishing | 1.1 | 0.0 | 0.0 | 0.3 | 0.5 | 0.7 | 0.3 | 0.6 | 0.6 | 0.7 | 0.6 | 1.0
Bird watching | 0.3 | 0.9 | 1.5 | 0.3 | 0.5 | 0.0 | 1.1 | 0.0 | 1.1 | 0.0 | 1.9 | 0.3
Abseiling | 0.3 | 0.0 | 1.0 | 1.3 | 0.5 | 2.2 | 1.4 | 0.3 | 1.1 | 2.0 | 0.6 | 0.3
Any Festival | 0.3 | 0.9 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 2.0 | 0.0 | 0.3
Rock climbing/ | 0.1 | 0.5 | 0.0 | 0.0 | 0.0 | 0.7 | 0.0 | 0.6 | 0.3 | 0.0 | 0.0 | 0.1
mountaineer
Other | 23.8 | 36.7 | 7.4 | 8.9 | 15.8 | 4.3 | 25.8 | 40.3 | 11.5 | 12.6 | 21.3 | 23.4
40.5 | 23.2 | 9.9 | 9.5 | 20.9 | 7.8 | 21.9 | 38.2 | 18.2 | 18.5 | 23.2 | 38.5
Total | 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | Total | 100.0",21.0,14.0,Visitor-Exit-Survey-2016-2017|59|South Africa %
Visitor-Exit-Survey-2016-2017,59.0,2016,table,South,general_tourism,"Africa
%",2.0,1.0,Visitor-Exit-Survey-2016-2017|59|South
Visitor-Exit-Survey-2016-2017,59.0,2016,table,Botswana,general_tourism,%,1.0,1.0,Visitor-Exit-Survey-2016-2017|59|Botswana
Visitor-Exit-Survey-2016-2017,59.0,2016,table,Nether,general_tourism,"lands
%",2.0,1.0,Visitor-Exit-Survey-2016-2017|59|Nether
Visitor-Exit-Survey-2016-2017,59.0,2016,table,Germany,general_tourism,%,1.0,1.0,Visitor-Exit-Survey-2016-2017|59|Germany
Visitor-Exit-Survey-2016-2017,59.0,2016,table,Untitled LTDC table,general_tourism,%,1.0,1.0,Visitor-Exit-Survey-2016-2017|59|Untitled LTDC table
Visitor-Exit-Survey-2016-2017,59.0,2016,table,France,general_tourism,%,1.0,1.0,Visitor-Exit-Survey-2016-2017|59|France
Visitor-Exit-Survey-2016-2017,59.0,2016,table,USA,general_tourism,%,1.0,1.0,Visitor-Exit-Survey-2016-2017|59|USA
Arrivals-and-Accommodation-Report-2022,28.0,2022,table,Month,general_tourism,"January | 27,546 | 256.4
February | 28,611 | 251.4
March | 34,525 | 73.9
April | 44,726 | 93.7
May | 38,991 | 71.2
June | 46,164 | 96.8
July | 51,093 | 134.7
August | 55,990 | 123.5
September | 50,326 | 95.0
October | 46,317 | 73.8
November | 36,592 | 31.9
December | 80,253 | 72.3
Total | 541,134",13.0,3.0,Arrivals-and-Accommodation-Report-2022|28|Month
Visitor-Exit-Survey-2016-2017,59.0,2016,table,Rest of,general_tourism,"Africa
%",2.0,1.0,Visitor-Exit-Survey-2016-2017|59|Rest of
Visitor-Exit-Survey-2016-2017,59.0,2016,table,Total,general_tourism,%,1.0,1.0,Visitor-Exit-Survey-2016-2017|59|Total
Visitor-Exit-Survey-2016-2017,60.0,2016,table,Leisure,general_tourism,"M ain Activity | % | % | % | % | %
General sightseeing | 23.9 | 8.5 | 4.3 | 4.1 | 11.7
Hiking | 15.8 | 1.6 | 1.1 | 1.5 | 5.6
Wedding/Funeral | 0.2 | 11.1 | 0.0 | 0.0 | 4.5
Skiing | 14.4 | 0.3 | 0.0 | 0.0 | 4.4
4x4 trekking | 11.0 | 0.4 | 1.0 | 1.4 | 3.7
Biking | 11.0 | 0.1 | 0.7 | 0.0 | 3.5
Pony trekking | 8.8 | 0.1 | 0.0 | 1.2 | 2.7
Fishing | 3.0 | 0.0 | 0.4 | 0.0 | 1.0
Bird watching | 0.7 | 0.0 | 0.4 | 0.0 | 0.3
Abseiling | 0.8 | 0.1 | 0.3 | 0.0 | 0.3
Any Festival | 0.2 | 0.5 | 0.0 | 0.0 | 0.3
Rock climbing/mountaineering | 0.3 | 0.0 | 0.0 | 0.0 | 0.1
Other | 5.1 | 27.3 | 36.3 | 33.5 | 23.4
4.7 | 50.0 | 55.3 | 58.3 | 38.5
Total | 100.0 | 100.0 | 100.0 | 100.0 | 100.0",16.0,11.0,Visitor-Exit-Survey-2016-2017|60|Leisure
Visitor-Exit-Survey-2016-2017,61.0,2016,table,South Africa %,general_tourism,"Europe | World
% | %
General sightseeing | 24.5 | 18.1 | 17.8 | 26.6 | 18.4 | 21.4 | 22.6 | 23.4 | 23.9
Hiking | 12.0 | 36.7 | 34.3 | 33.9 | 33.6 | 39.7 | 30.6 | 25.0 | 15.8
Skiing | 17.2 | 0.0 | 0.4 | 3.2 | 4.0 | 0.0 | 1.6 | 4.1 | 14.4
4x4 trekking | 12.2 | 4.8 | 4.1 | 5.6 | 4.8 | 3.8 | 9.3 | 4.1 | 11.0
Biking | 12.9 | 1.2 | 2.1 | 2.4 | 1.6 | 1.5 | 4.8 | 2.0 | 11.0
Pony trekking | 5.8 | 27.1 | 30.6 | 16.9 | 26.4 | 16.8 | 15.3 | 21.7 | 8.8
Fishing | 3.6 | 0.0 | 0.4 | 0.8 | 0.8 | 0.8 | 0.8 | 1.6 | 3.0
Abseiling | 0.7 | 1.2 | 1.7 | 0.8 | 2.4 | 0.8 | 0.8 | 1.2 | 0.8
Bird watching | 0.7 | 1.8 | 0.4 | 0.8 | 0.0 | 1.5 | 1.6 | 1.2 | 0.7
Rock climbing/mountaineer | 0.3 | 0.0 | 0.0 | 0.0 | 0.8 | 0.0 | 0.4 | 0.4 | 0.3
Any Festival | 0.2 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.4 | 0.2
Wedding/Funeral | 0.2 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.2
Other | 5.1 | 3.0 | 4.1 | 3.2 | 3.2 | 6.1 | 5.2 | 8.2 | 5.1
4.5 | 6.0 | 4.1 | 5.6 | 4.0 | 7.6 | 6.9 | 6.6 | 4.7
Total | 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0 | 100.0",17.0,12.0,Visitor-Exit-Survey-2016-2017|61|South Africa %
Visitor-Exit-Survey-2016-2017,61.0,2016,table,South Africa,general_tourism,%,1.0,1.0,Visitor-Exit-Survey-2016-2017|61|South Africa
Visitor-Exit-Survey-2016-2017,61.0,2016,table,Netherlands,general_tourism,%,1.0,1.0,Visitor-Exit-Survey-2016-2017|61|Netherlands
Visitor-Exit-Survey-2016-2017,61.0,2016,table,Germany,general_tourism,%,1.0,1.0,Visitor-Exit-Survey-2016-2017|61|Germany
Visitor-Exit-Survey-2016-2017,61.0,2016,table,Untitled LTDC table,general_tourism,%,1.0,1.0,Visitor-Exit-Survey-2016-2017|61|Untitled LTDC table
Arrivals-and-Accommodation-Report-2022,28.0,2022,table,Quarter,general_tourism,"Jan-Mar | 35,724 | 90,682 | 153.8
Apr-Jun | 69,328 | 129,881 | 87.3
Jul-Sep | 72,625 | 157,409 | 116.7
Oct-Dec | 100,964 | 163,162 | 61.6
Total | 278,641 | 541,134",5.0,4.0,Arrivals-and-Accommodation-Report-2022|28|Quarter
Visitor-Exit-Survey-2016-2017,61.0,2016,table,France,general_tourism,%,1.0,1.0,Visitor-Exit-Survey-2016-2017|61|France
Visitor-Exit-Survey-2016-2017,61.0,2016,table,USA,general_tourism,%,1.0,1.0,Visitor-Exit-Survey-2016-2017|61|USA
Visitor-Exit-Survey-2016-2017,61.0,2016,table,Total,general_tourism,%,1.0,1.0,Visitor-Exit-Survey-2016-2017|61|Total
