business_type,district,has_license,license_valid,tax_clearance,previous_experience,rating,issue_date,expiry_date,approved
craft_shop,Mohale's Hoek,1,1,1,0,3.8,2024-03-10,2025-03-10,0
transport,Mafeteng,1,1,1,14,3.1,2025-06-04,2026-06-04,1
transport,Quthing,1,1,1,6,3.1,2025-08-05,2026-08-05,1
craft_shop,Mohale's Hoek,1,1,1,14,4.7,2026-03-03,2027-03-03,1
tour_operator,Leribe,0,0,1,1,3.1,2025-02-07,2026-02-07,0
craft_shop,Butha-Buthe,1,1,1,6,4.3,2026-03-14,2027-03-14,1
transport,Leribe,1,1,1,11,3.5,2025-01-09,2026-01-09,0
tour_operator,Mohale's Hoek,1,1,1,6,4.0,2024-02-09,2025-02-08,0
craft_shop,Mafeteng,1,1,1,0,2.8,2025-11-09,2026-11-09,0
activity_provider,Mafeteng,0,0,1,0,3.4,2024-09-04,2025-09-04,0
craft_shop,Maseru,1,1,1,10,4.6,2023-08-18,2024-08-17,0
craft_shop,Mohale's Hoek,0,0,1,10,4.9,2025-01-19,2026-01-19,0
accommodation,Mohale's Hoek,1,1,0,0,3.4,2025-05-26,2026-05-26,0
accommodation,Berea,1,1,1,11,2.5,2024-12-26,2025-12-26,1
tour_operator,Mohale's Hoek,0,0,1,8,4.7,2023-12-25,2024-12-24,0
accommodation,Mafeteng,1,1,1,7,4.8,2024-01-12,2025-01-11,1
activity_provider,Quthing,1,1,1,5,3.9,2024-10-09,2025-10-09,1
restaurant,Mohale's Hoek,1,1,1,11,2.7,2024-08-17,2025-08-17,0
craft_shop,Quthing,1,1,1,9,2.6,2025-03-04,2026-03-04,1
accommodation,Mafeteng,1,1,1,3,2.6,2023-11-19,2024-11-18,1
activity_provider,Butha-Buthe,0,0,1,9,4.6,2024-11-09,2025-11-09,1
restaurant,Butha-Buthe,0,0,1,4,3.4,2026-01-30,2027-01-30,0
activity_provider,Maseru,1,1,1,3,3.9,2025-08-10,2026-08-10,1
accommodation,Berea,0,0,1,12,3.5,2024-06-20,2025-06-20,0
craft_shop,Maseru,0,0,1,11,3.7,2025-08-20,2026-08-20,0
accommodation,Butha-Buthe,0,0,1,14,3.9,2025-06-21,2026-06-21,0
restaurant,Leribe,1,1,1,9,3.3,2025-04-21,2026-04-21,1
craft_shop,Mafeteng,1,1,1,0,4.9,2025-12-14,2026-12-14,1
activity_provider,Maseru,0,0,1,0,4.8,2024-08-07,2025-08-07,0
restaurant,Quthing,1,1,1,12,4.9,2024-09-14,2025-09-14,0
transport,Quthing,0,0,1,12,3.6,2026-03-23,2027-03-23,0
craft_shop,Mafeteng,0,0,1,10,4.5,2024-10-19,2025-10-19,0
activity_provider,Quthing,1,1,1,7,4.3,2025-12-26,2026-12-26,1
activity_provider,Berea,1,0,1,5,4.1,2025-10-23,2026-10-23,1
activity_provider,Berea,1,1,1,10,3.8,2024-12-31,2025-12-31,1
craft_shop,Leribe,1,1,1,0,3.6,2024-08-10,2025-08-10,0
tour_operator,Quthing,0,0,0,3,3.4,2024-10-30,2025-10-30,0
restaurant,Mohale's Hoek,1,1,0,7,4.5,2024-01-26,2025-01-25,0
accommodation,Mohale's Hoek,1,1,1,8,2.9,2025-07-22,2026-07-22,1
restaurant,Maseru,1,1,1,3,2.7,2024-07-28,2025-07-28,1
accommodation,Butha-Buthe,1,1,1,3,3.5,2024-05-02,2025-05-02,1
activity_provider,Maseru,1,1,0,3,2.6,2025-05-15,2026-05-15,0
accommodation,Mohale's Hoek,1,1,0,12,3.1,2024-08-23,2025-08-23,0
restaurant,Berea,1,1,0,12,3.4,2025-05-27,2026-05-27,0
tour_operator,Mohale's Hoek,1,1,1,14,3.9,2025-12-07,2026-12-07,1
accommodation,Berea,1,1,1,10,2.7,2025-06-28,2026-06-28,1
accommodation,Berea,1,1,1,3,4.2,2024-10-06,2025-10-06,1
activity_provider,Berea,1,1,1,3,3.6,2024-08-22,2025-08-22,1
craft_shop,Quthing,1,1,1,5,2.6,2024-06-14,2025-06-14,1
transport,Mohale's Hoek,1,1,1,14,3.0,2023-12-03,2024-12-02,1
activity_provider,Butha-Buthe,1,1,1,13,3.3,2024-10-05,2025-10-05,1
restaurant,Quthing,1,1,0,3,5.0,2024-11-07,2025-11-07,0
transport,Mohale's Hoek,1,1,1,9,4.3,2025-01-07,2026-01-07,1
transport,Maseru,1,1,1,0,4.0,2025-01-14,2026-01-14,1
restaurant,Mohale's Hoek,1,1,1,2,3.4,2024-11-22,2025-11-22,1
tour_operator,Butha-Buthe,1,1,0,6,2.8,2024-11-02,2025-11-02,0
accommodation,Leribe,0,0,1,5,4.2,2025-07-24,2026-07-24,0
accommodation,Mafeteng,1,1,1,0,3.5,2024-02-02,2025-02-01,0
activity_provider,Leribe,1,1,1,13,4.3,2025-06-29,2026-06-29,1
activity_provider,Berea,1,1,1,7,2.6,2025-09-14,2026-09-14,1
transport,Mohale's Hoek,0,0,0,10,4.7,2025-12-27,2026-12-27,0
activity_provider,Mafeteng,1,1,1,4,2.7,2025-09-01,2026-09-01,1
restaurant,Leribe,0,0,1,7,2.6,2025-12-03,2026-12-03,1
craft_shop,Berea,1,1,0,4,4.3,2023-12-01,2024-11-30,0
restaurant,Maseru,1,1,1,4,2.7,2024-09-13,2025-09-13,1
accommodation,Mohale's Hoek,0,0,1,6,3.5,2023-12-25,2024-12-24,0
activity_provider,Mohale's Hoek,1,0,0,7,2.7,2024-05-26,2025-05-26,0
tour_operator,Quthing,1,0,1,1,4.3,2025-01-25,2026-01-25,0
accommodation,Mafeteng,1,1,1,2,3.2,2024-06-28,2025-06-28,1
transport,Quthing,1,1,1,14,4.9,2024-09-19,2025-09-19,0
activity_provider,Berea,1,1,1,1,4.3,2025-11-12,2026-11-12,1
tour_operator,Maseru,1,1,1,3,3.1,2025-07-11,2026-07-11,1
accommodation,Berea,1,1,0,5,4.8,2023-09-21,2024-09-20,0
transport,Mafeteng,1,1,1,0,3.5,2026-03-19,2027-03-19,0
activity_provider,Berea,0,0,0,9,4.3,2025-07-07,2026-07-07,0
accommodation,Leribe,1,1,1,10,2.7,2025-02-10,2026-02-10,1
activity_provider,Mohale's Hoek,1,1,0,11,4.0,2025-03-14,2026-03-14,0
tour_operator,Mafeteng,1,1,0,14,4.3,2026-02-07,2027-02-07,1
accommodation,Maseru,1,1,0,10,3.6,2023-08-06,2024-08-05,0
accommodation,Berea,1,1,1,1,4.5,2025-06-24,2026-06-24,1
craft_shop,Quthing,1,1,1,10,3.8,2024-05-04,2025-05-04,1
accommodation,Maseru,1,1,1,11,3.4,2024-05-01,2025-05-01,1
tour_operator,Berea,1,1,1,11,4.6,2024-05-15,2025-05-15,1
activity_provider,Berea,0,0,0,5,4.5,2024-04-27,2025-04-27,1
activity_provider,Quthing,1,1,1,3,3.0,2025-11-17,2026-11-17,1
transport,Quthing,1,1,1,12,2.7,2024-04-11,2025-04-11,1
tour_operator,Butha-Buthe,1,1,1,3,3.2,2025-09-11,2026-09-11,1
restaurant,Leribe,1,1,1,3,4.7,2024-03-07,2025-03-07,1
craft_shop,Mafeteng,1,1,1,0,3.3,2023-12-18,2024-12-17,0
restaurant,Mohale's Hoek,1,1,0,9,4.7,2026-01-09,2027-01-09,0
restaurant,Quthing,1,1,1,4,3.5,2024-05-23,2025-05-23,1
craft_shop,Maseru,1,1,1,11,3.8,2024-06-02,2025-06-02,1
transport,Maseru,1,1,0,9,3.4,2025-12-01,2026-12-01,0
accommodation,Leribe,1,1,1,5,3.2,2025-11-28,2026-11-28,1
activity_provider,Berea,1,1,1,2,4.2,2023-09-02,2024-09-01,1
accommodation,Mohale's Hoek,1,1,0,1,2.6,2025-07-30,2026-07-30,0
accommodation,Mohale's Hoek,1,1,1,9,3.8,2025-06-30,2026-06-30,1
accommodation,Berea,1,1,1,0,4.0,2025-10-06,2026-10-06,0
craft_shop,Berea,1,1,1,11,4.7,2023-12-25,2024-12-24,1
accommodation,Mohale's Hoek,0,0,1,2,3.2,2025-09-08,2026-09-08,0
restaurant,Berea,0,0,1,4,3.5,2026-01-28,2027-01-28,0
restaurant,Leribe,1,1,1,8,4.4,2025-04-25,2026-04-25,0
accommodation,Maseru,1,1,0,14,3.1,2025-08-17,2026-08-17,0
craft_shop,Berea,1,1,1,10,4.3,2024-06-20,2025-06-20,1
activity_provider,Berea,1,1,1,10,4.6,2025-07-13,2026-07-13,1
activity_provider,Butha-Buthe,0,0,1,8,4.0,2025-09-06,2026-09-06,0
craft_shop,Mohale's Hoek,1,1,1,2,4.2,2024-04-21,2025-04-21,1
restaurant,Butha-Buthe,1,1,1,9,4.8,2024-03-29,2025-03-29,1
craft_shop,Leribe,0,0,1,9,3.3,2025-01-05,2026-01-05,0
transport,Berea,1,1,0,13,4.8,2025-05-30,2026-05-30,0
accommodation,Leribe,1,1,0,1,4.9,2025-03-22,2026-03-22,0
transport,Maseru,1,0,1,0,3.8,2025-10-21,2026-10-21,0
transport,Mohale's Hoek,1,1,1,4,4.5,2025-03-03,2026-03-03,1
transport,Mafeteng,0,0,1,7,2.6,2024-08-28,2025-08-28,0
craft_shop,Mohale's Hoek,0,0,1,13,4.2,2023-10-06,2024-10-05,0
transport,Berea,1,1,1,12,4.6,2025-07-11,2026-07-11,1
accommodation,Quthing,1,0,0,11,3.3,2024-01-17,2025-01-16,0
craft_shop,Leribe,1,1,1,12,3.3,2024-01-13,2025-01-12,0
restaurant,Mohale's Hoek,0,0,1,4,3.1,2025-10-11,2026-10-11,1
tour_operator,Maseru,0,0,0,10,2.5,2024-10-27,2025-10-27,0
craft_shop,Mohale's Hoek,1,1,0,14,4.3,2024-12-31,2025-12-31,0
restaurant,Maseru,1,1,0,13,3.4,2024-10-02,2025-10-02,0
restaurant,Mohale's Hoek,0,0,1,0,3.7,2024-05-17,2025-05-17,0
restaurant,Berea,0,0,0,7,4.9,2025-06-22,2026-06-22,0
accommodation,Berea,1,1,1,2,4.4,2023-12-08,2024-12-07,1
activity_provider,Quthing,1,1,0,13,2.7,2025-01-16,2026-01-16,0
restaurant,Berea,1,1,1,5,3.8,2025-09-23,2026-09-23,1
craft_shop,Mohale's Hoek,1,1,1,5,4.0,2023-08-01,2024-07-31,0
restaurant,Quthing,1,1,1,0,4.0,2024-07-06,2025-07-06,1
transport,Quthing,1,1,0,7,3.0,2025-09-26,2026-09-26,0
accommodation,Berea,1,1,1,14,4.9,2025-07-05,2026-07-05,1
craft_shop,Quthing,1,1,1,11,4.5,2026-01-21,2027-01-21,1
craft_shop,Berea,1,1,1,9,3.1,2025-06-23,2026-06-23,0
tour_operator,Mafeteng,1,1,0,8,4.9,2025-06-03,2026-06-03,1
restaurant,Quthing,1,1,1,9,3.1,2026-02-05,2027-02-05,1
craft_shop,Mafeteng,1,1,1,5,4.7,2023-10-13,2024-10-12,1
transport,Leribe,0,0,1,13,2.8,2024-11-25,2025-11-25,0
transport,Berea,1,1,0,0,3.6,2024-11-21,2025-11-21,0
tour_operator,Mohale's Hoek,1,1,1,1,4.2,2023-09-02,2024-09-01,1
tour_operator,Butha-Buthe,1,1,1,8,4.9,2025-08-20,2026-08-20,1
tour_operator,Mohale's Hoek,1,1,1,2,4.1,2024-02-24,2025-02-23,1
tour_operator,Butha-Buthe,1,1,1,7,3.0,2023-11-28,2024-11-27,1
transport,Berea,1,1,0,5,3.1,2024-09-21,2025-09-21,0
craft_shop,Berea,1,1,1,13,4.6,2024-06-21,2025-06-21,1
tour_operator,Quthing,1,1,1,13,2.9,2025-09-01,2026-09-01,1
tour_operator,Berea,0,0,1,12,4.5,2024-04-23,2025-04-23,0
accommodation,Butha-Buthe,1,1,1,5,4.4,2024-09-15,2025-09-15,1
tour_operator,Maseru,1,1,1,0,3.9,2025-06-26,2026-06-26,0
tour_operator,Berea,1,1,1,9,4.5,2024-02-04,2025-02-03,1
accommodation,Mafeteng,0,0,1,1,3.8,2025-06-13,2026-06-13,0
tour_operator,Mohale's Hoek,1,1,1,13,3.0,2024-09-05,2025-09-05,1
restaurant,Mafeteng,1,1,1,4,2.6,2024-05-03,2025-05-03,1
accommodation,Mafeteng,0,0,1,10,3.6,2025-07-04,2026-07-04,0
activity_provider,Maseru,0,0,1,10,2.9,2025-05-09,2026-05-09,0
tour_operator,Quthing,1,1,1,0,3.1,2024-03-23,2025-03-23,0
transport,Quthing,1,1,0,5,2.7,2023-08-24,2024-08-23,0
restaurant,Maseru,1,1,1,6,3.2,2025-06-26,2026-06-26,1
transport,Mafeteng,0,0,0,3,3.4,2025-09-30,2026-09-30,0
tour_operator,Mohale's Hoek,1,1,1,6,3.6,2026-01-02,2027-01-02,1
restaurant,Quthing,1,1,1,1,5.0,2024-07-25,2025-07-25,1
tour_operator,Mafeteng,1,1,1,7,4.0,2024-12-09,2025-12-09,1
craft_shop,Maseru,0,0,1,5,4.2,2025-06-17,2026-06-17,0
tour_operator,Berea,0,0,1,0,2.5,2024-12-21,2025-12-21,0
activity_provider,Leribe,1,1,1,11,4.8,2025-12-29,2026-12-29,1
accommodation,Quthing,1,1,1,8,4.7,2024-07-06,2025-07-06,1
transport,Mohale's Hoek,1,1,1,9,2.8,2025-05-28,2026-05-28,1
accommodation,Leribe,1,0,1,14,2.5,2025-12-25,2026-12-25,0
activity_provider,Berea,1,1,0,1,3.9,2025-09-27,2026-09-27,1
restaurant,Mohale's Hoek,0,0,1,4,2.8,2025-08-01,2026-08-01,0
craft_shop,Maseru,0,0,1,2,4.1,2025-12-08,2026-12-08,0
tour_operator,Mohale's Hoek,1,1,0,5,3.6,2024-07-28,2025-07-28,0
tour_operator,Mohale's Hoek,1,1,1,8,4.2,2025-01-11,2026-01-11,1
craft_shop,Butha-Buthe,1,1,1,9,4.6,2025-08-29,2026-08-29,0
restaurant,Mohale's Hoek,0,0,1,5,3.0,2024-06-07,2025-06-07,0
transport,Mohale's Hoek,0,0,1,12,3.9,2024-11-02,2025-11-02,0
accommodation,Butha-Buthe,1,0,1,5,2.7,2025-02-12,2026-02-12,0
tour_operator,Butha-Buthe,1,1,1,1,4.9,2024-01-31,2025-01-30,1
transport,Mohale's Hoek,1,1,1,14,4.8,2025-01-31,2026-01-31,0
restaurant,Mafeteng,1,1,0,7,3.3,2025-03-10,2026-03-10,0
restaurant,Leribe,1,1,1,9,3.8,2023-09-05,2024-09-04,0
transport,Mafeteng,1,1,0,3,3.5,2025-06-15,2026-06-15,0
tour_operator,Butha-Buthe,1,1,0,14,4.9,2024-09-15,2025-09-15,0
activity_provider,Berea,1,1,1,13,4.4,2024-06-06,2025-06-06,0
craft_shop,Mohale's Hoek,1,1,0,6,4.6,2023-10-06,2024-10-05,0
craft_shop,Quthing,1,1,1,9,4.6,2025-01-26,2026-01-26,1
accommodation,Mohale's Hoek,0,0,0,14,3.2,2024-06-13,2025-06-13,0
activity_provider,Butha-Buthe,1,1,1,5,4.6,2025-06-08,2026-06-08,1
activity_provider,Quthing,0,0,0,2,5.0,2026-01-09,2027-01-09,0
accommodation,Leribe,1,0,1,2,4.7,2026-01-16,2027-01-16,0
transport,Maseru,1,1,1,8,4.5,2024-11-21,2025-11-21,0
tour_operator,Quthing,1,1,1,3,3.3,2024-02-07,2025-02-06,1
restaurant,Mohale's Hoek,0,0,1,13,4.7,2023-12-03,2024-12-02,1
tour_operator,Quthing,1,1,1,2,2.6,2023-11-19,2024-11-18,1
accommodation,Mafeteng,1,1,1,11,3.5,2024-02-27,2025-02-26,1
restaurant,Berea,1,1,0,14,3.8,2024-08-28,2025-08-28,1
activity_provider,Mohale's Hoek,0,0,1,7,3.1,2024-10-22,2025-10-22,0
activity_provider,Mafeteng,1,1,1,6,3.0,2023-07-30,2024-07-29,1
activity_provider,Mafeteng,0,0,1,14,3.8,2024-01-29,2025-01-28,0
craft_shop,Mohale's Hoek,0,0,1,5,3.4,2023-10-10,2024-10-09,0
tour_operator,Mohale's Hoek,0,0,1,1,3.0,2023-12-17,2024-12-16,0
activity_provider,Quthing,1,1,1,2,3.5,2024-08-21,2025-08-21,1
accommodation,Mafeteng,1,1,1,3,4.1,2024-08-16,2025-08-16,1
tour_operator,Mafeteng,1,1,0,9,3.8,2024-08-23,2025-08-23,0
transport,Butha-Buthe,1,1,0,2,5.0,2025-06-11,2026-06-11,0
activity_provider,Leribe,1,1,1,13,2.6,2023-09-11,2024-09-10,1
accommodation,Berea,1,1,1,1,3.1,2024-04-04,2025-04-04,0
activity_provider,Maseru,1,1,1,9,4.7,2025-12-08,2026-12-08,0
restaurant,Leribe,1,1,1,9,4.7,2025-09-25,2026-09-25,1
tour_operator,Mafeteng,1,1,1,12,3.7,2025-06-01,2026-06-01,1
craft_shop,Maseru,1,1,1,12,4.0,2024-12-13,2025-12-13,1
restaurant,Maseru,0,0,1,11,3.3,2024-08-15,2025-08-15,1
tour_operator,Maseru,1,1,1,0,4.2,2024-05-19,2025-05-19,1
restaurant,Leribe,1,0,1,11,4.0,2025-04-20,2026-04-20,0
craft_shop,Leribe,1,1,1,1,4.8,2025-04-28,2026-04-28,1
transport,Mafeteng,0,0,1,12,4.8,2024-03-27,2025-03-27,0
craft_shop,Mafeteng,1,1,1,12,3.2,2024-04-26,2025-04-26,1
craft_shop,Berea,1,1,1,0,4.2,2025-11-04,2026-11-04,1
transport,Butha-Buthe,1,1,0,1,3.3,2024-01-21,2025-01-20,0
restaurant,Quthing,1,1,1,0,3.9,2025-12-06,2026-12-06,1
craft_shop,Berea,0,0,1,14,3.9,2024-01-26,2025-01-25,0
craft_shop,Mafeteng,1,1,1,11,2.7,2024-08-16,2025-08-16,1
transport,Berea,1,1,0,13,3.7,2023-10-13,2024-10-12,0
accommodation,Maseru,1,1,1,2,3.4,2025-09-19,2026-09-19,1
restaurant,Mafeteng,1,1,1,3,3.6,2024-01-29,2025-01-28,1
craft_shop,Berea,1,1,1,3,3.7,2023-10-31,2024-10-30,1
restaurant,Mafeteng,1,1,1,6,4.0,2023-09-14,2024-09-13,1
restaurant,Butha-Buthe,0,0,1,10,4.1,2025-02-08,2026-02-08,0
tour_operator,Berea,1,1,1,0,4.0,2024-08-26,2025-08-26,1
restaurant,Mafeteng,1,1,1,12,5.0,2023-09-30,2024-09-29,1
transport,Mafeteng,1,0,1,7,4.8,2025-06-30,2026-06-30,0
transport,Quthing,1,1,1,0,4.2,2024-06-30,2025-06-30,1
transport,Maseru,1,1,1,14,3.4,2023-09-17,2024-09-16,0
restaurant,Maseru,1,1,1,0,2.8,2024-03-06,2025-03-06,0
craft_shop,Mohale's Hoek,1,1,1,9,4.0,2025-09-26,2026-09-26,1
activity_provider,Leribe,1,1,0,5,2.8,2025-10-08,2026-10-08,0
accommodation,Butha-Buthe,1,1,0,0,2.8,2023-08-20,2024-08-19,0
activity_provider,Maseru,1,1,1,6,4.0,2024-12-24,2025-12-24,0
craft_shop,Berea,1,1,1,13,2.9,2025-10-21,2026-10-21,1
restaurant,Butha-Buthe,0,0,1,6,4.8,2023-08-25,2024-08-24,0
activity_provider,Quthing,1,1,1,13,3.4,2025-12-26,2026-12-26,1
craft_shop,Maseru,1,0,1,5,4.3,2024-04-13,2025-04-13,0
restaurant,Mohale's Hoek,1,0,1,9,3.7,2025-08-09,2026-08-09,0
transport,Berea,1,1,1,12,3.2,2024-04-23,2025-04-23,1
tour_operator,Mafeteng,1,1,1,6,4.8,2024-03-08,2025-03-08,1
tour_operator,Maseru,0,0,1,10,4.0,2023-10-27,2024-10-26,0
transport,Leribe,0,0,1,8,2.5,2024-02-22,2025-02-21,0
transport,Butha-Buthe,1,1,1,8,2.6,2024-06-02,2025-06-02,0
craft_shop,Leribe,1,1,1,9,2.7,2023-09-13,2024-09-12,0
restaurant,Berea,1,1,1,11,3.5,2024-08-14,2025-08-14,1
restaurant,Butha-Buthe,1,1,1,2,2.7,2023-11-22,2024-11-21,1
restaurant,Maseru,1,0,1,14,4.4,2025-08-12,2026-08-12,0
accommodation,Mohale's Hoek,1,1,1,7,3.2,2025-05-24,2026-05-24,1
accommodation,Mafeteng,1,1,1,8,2.6,2025-11-12,2026-11-12,1
restaurant,Maseru,1,1,1,1,4.2,2025-05-11,2026-05-11,1
restaurant,Berea,0,0,1,11,3.3,2024-01-02,2025-01-01,0
restaurant,Leribe,1,1,1,13,3.7,2024-04-16,2025-04-16,0
transport,Leribe,0,0,1,1,3.3,2024-08-15,2025-08-15,1
tour_operator,Butha-Buthe,1,1,0,4,4.2,2026-03-12,2027-03-12,0
activity_provider,Maseru,1,1,1,7,4.5,2023-11-27,2024-11-26,1
activity_provider,Mafeteng,1,1,1,3,4.7,2025-09-30,2026-09-30,1
restaurant,Leribe,1,1,1,13,3.8,2025-05-20,2026-05-20,0
activity_provider,Berea,1,1,1,6,3.9,2024-01-22,2025-01-21,1
accommodation,Maseru,1,1,1,10,4.3,2025-04-08,2026-04-08,1
restaurant,Leribe,1,1,1,6,3.3,2023-08-29,2024-08-28,1
restaurant,Butha-Buthe,1,1,1,3,4.2,2025-04-13,2026-04-13,1
craft_shop,Maseru,0,0,1,12,3.6,2024-06-04,2025-06-04,0
craft_shop,Mafeteng,1,1,1,1,3.5,2025-04-29,2026-04-29,0
transport,Quthing,1,1,0,6,3.9,2025-08-13,2026-08-13,1
tour_operator,Maseru,1,1,1,0,3.0,2025-01-21,2026-01-21,0
transport,Berea,1,1,1,6,3.6,2024-10-14,2025-10-14,1
accommodation,Maseru,1,1,1,7,3.1,2024-09-26,2025-09-26,1
craft_shop,Quthing,1,1,0,10,2.7,2026-03-16,2027-03-16,0
activity_provider,Leribe,1,1,0,14,3.5,2025-10-09,2026-10-09,0
accommodation,Leribe,0,0,1,3,4.3,2025-07-08,2026-07-08,0
tour_operator,Butha-Buthe,1,0,0,9,3.0,2024-07-17,2025-07-17,0
transport,Maseru,1,1,0,9,4.6,2025-03-15,2026-03-15,0
craft_shop,Leribe,0,0,1,5,3.5,2024-01-25,2025-01-24,0
craft_shop,Butha-Buthe,1,1,0,14,4.2,2025-01-16,2026-01-16,0
accommodation,Mohale's Hoek,1,1,1,9,4.3,2024-04-18,2025-04-18,1
tour_operator,Berea,1,1,1,10,2.5,2023-10-14,2024-10-13,1
accommodation,Mafeteng,0,0,1,13,3.0,2023-11-07,2024-11-06,0
transport,Berea,0,0,1,2,3.1,2024-03-24,2025-03-24,0
restaurant,Leribe,1,0,0,9,4.4,2023-09-17,2024-09-16,0
tour_operator,Butha-Buthe,0,0,1,13,4.1,2024-10-04,2025-10-04,0
transport,Leribe,1,1,1,2,4.9,2026-03-05,2027-03-05,1
transport,Berea,0,0,1,10,4.5,2024-07-13,2025-07-13,0
transport,Mafeteng,1,1,1,6,4.3,2024-03-25,2025-03-25,1
activity_provider,Butha-Buthe,1,1,1,1,3.5,2025-10-12,2026-10-12,0
accommodation,Berea,0,0,0,14,2.8,2025-11-30,2026-11-30,0
craft_shop,Mohale's Hoek,1,1,1,6,4.0,2024-11-09,2025-11-09,1
transport,Berea,1,1,1,2,4.1,2025-03-30,2026-03-30,1
craft_shop,Quthing,0,0,1,14,3.4,2023-10-19,2024-10-18,0
tour_operator,Quthing,1,1,1,8,2.8,2025-02-27,2026-02-27,1
tour_operator,Maseru,1,1,1,3,3.6,2024-02-28,2025-02-27,1
craft_shop,Leribe,1,1,1,9,2.6,2025-11-14,2026-11-14,1
tour_operator,Quthing,1,0,1,3,2.5,2023-12-28,2024-12-27,1
accommodation,Mohale's Hoek,0,0,1,5,4.6,2025-06-21,2026-06-21,0
craft_shop,Quthing,1,1,1,14,3.6,2025-08-22,2026-08-22,1
craft_shop,Leribe,1,1,1,9,2.8,2025-08-10,2026-08-10,1
transport,Leribe,1,1,1,12,2.7,2024-05-01,2025-05-01,1
craft_shop,Berea,1,1,0,6,4.2,2024-01-18,2025-01-17,0
tour_operator,Mafeteng,0,0,0,7,3.2,2024-11-05,2025-11-05,0
transport,Maseru,0,0,1,13,4.6,2025-01-19,2026-01-19,0
restaurant,Berea,1,0,1,7,3.3,2025-07-28,2026-07-28,0
restaurant,Quthing,1,1,1,13,3.6,2024-12-22,2025-12-22,1
craft_shop,Berea,1,1,0,1,3.2,2025-06-26,2026-06-26,0
accommodation,Butha-Buthe,0,0,1,2,3.3,2024-11-29,2025-11-29,0
craft_shop,Maseru,0,0,1,2,3.7,2024-01-27,2025-01-26,0
activity_provider,Berea,0,0,1,0,4.6,2024-04-21,2025-04-21,0
accommodation,Berea,0,0,1,14,4.7,2024-12-29,2025-12-29,0
restaurant,Leribe,1,1,1,5,4.1,2023-11-04,2024-11-03,1
transport,Butha-Buthe,1,1,1,12,3.0,2024-10-07,2025-10-07,1
activity_provider,Berea,1,1,1,10,4.9,2023-12-18,2024-12-17,1
tour_operator,Maseru,1,1,1,12,3.4,2026-01-06,2027-01-06,1
craft_shop,Leribe,1,1,1,9,4.1,2024-08-09,2025-08-09,1
accommodation,Maseru,1,1,0,9,2.9,2025-08-12,2026-08-12,0
craft_shop,Quthing,1,1,0,14,3.2,2023-08-09,2024-08-08,0
accommodation,Butha-Buthe,0,0,1,10,4.5,2025-11-16,2026-11-16,0
tour_operator,Butha-Buthe,1,1,1,14,3.9,2024-04-10,2025-04-10,0
craft_shop,Berea,1,1,1,13,3.2,2024-06-07,2025-06-07,1
accommodation,Leribe,1,1,0,3,4.8,2025-11-29,2026-11-29,0
transport,Leribe,1,1,0,7,2.7,2023-09-25,2024-09-24,0
activity_provider,Mohale's Hoek,1,1,0,12,3.3,2025-04-22,2026-04-22,0
restaurant,Mafeteng,1,1,1,4,4.7,2023-11-19,2024-11-18,1
accommodation,Leribe,1,0,1,4,3.0,2024-01-06,2025-01-05,0
activity_provider,Maseru,1,1,1,0,4.6,2025-04-05,2026-04-05,1
activity_provider,Mohale's Hoek,1,1,1,7,4.6,2023-12-17,2024-12-16,1
accommodation,Leribe,1,1,1,6,3.4,2023-09-26,2024-09-25,1
accommodation,Quthing,1,1,1,9,2.6,2024-04-01,2025-04-01,1
activity_provider,Mafeteng,1,0,1,13,3.2,2024-03-26,2025-03-26,0
craft_shop,Quthing,1,1,1,11,3.6,2023-09-02,2024-09-01,0
accommodation,Butha-Buthe,1,1,0,11,4.3,2025-06-23,2026-06-23,0
restaurant,Butha-Buthe,1,1,0,2,3.4,2024-11-02,2025-11-02,0
craft_shop,Mafeteng,1,1,0,13,3.3,2026-01-14,2027-01-14,0
restaurant,Quthing,1,1,1,6,4.6,2024-10-19,2025-10-19,1
restaurant,Leribe,1,1,1,2,3.0,2024-10-13,2025-10-13,1
craft_shop,Maseru,1,1,1,2,3.3,2024-11-08,2025-11-08,1
activity_provider,Quthing,1,1,1,9,2.8,2023-08-06,2024-08-05,1
restaurant,Maseru,1,1,1,9,4.3,2025-11-25,2026-11-25,1
craft_shop,Berea,0,0,1,7,3.3,2025-07-02,2026-07-02,0
activity_provider,Maseru,1,1,1,3,3.0,2025-08-26,2026-08-26,1
activity_provider,Mohale's Hoek,1,1,0,1,3.2,2024-06-03,2025-06-03,0
transport,Butha-Buthe,0,0,1,9,4.3,2025-07-23,2026-07-23,0
transport,Mafeteng,0,0,1,2,4.4,2023-09-18,2024-09-17,0
craft_shop,Quthing,1,1,1,10,4.5,2024-03-24,2025-03-24,1
activity_provider,Leribe,1,1,1,9,3.9,2023-12-04,2024-12-03,1
accommodation,Mafeteng,1,1,1,6,3.6,2025-08-25,2026-08-25,1
accommodation,Mohale's Hoek,1,1,1,5,4.1,2024-02-19,2025-02-18,1
craft_shop,Quthing,1,1,1,10,4.7,2025-08-20,2026-08-20,1
craft_shop,Maseru,1,1,1,2,3.0,2025-07-18,2026-07-18,1
accommodation,Mafeteng,0,0,1,8,3.9,2025-02-09,2026-02-09,0
craft_shop,Berea,1,1,1,9,4.4,2023-10-10,2024-10-09,0
activity_provider,Leribe,1,1,1,4,3.5,2025-12-28,2026-12-28,1
